Survey name,Availability of dietary data,ISO3,Year,Dietary assessment method,Representativeness,Sample size,Youngest age,Oldest age,Sex,Available dietary factors,FoodEx2 harmonization status,GDD model inclusion?,URL (public surveys only),surveyid,surveyround
the Iranian Multicentral Osteoporosis Study (IMOS),Available for Download,IRN,2009,FFQ,Local,1024,20,72,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Beans and Legumes|Nuts and Seeds|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Sugar-Sweetened Beverages|Coffee|Tea|Whole Fat Milk|Total Energy|Total Carbohydrates|Total Protein|Saturated Fat|Monounsaturated Fat|Total Omega-6 Fatty Acids|Dietary Cholesterol|Dietary Fiber|Added Sugars|Calcium|Dietary Sodium|Iodine|Iron|Magnesium|Potassium|Selenium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin D|Vitamin E|Zinc|Fruits|Non-Starchy Vegetables|Potatoes|Beans and Legumes|Nuts and Seeds|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Sugar-Sweetened Beverages|Coffee|Tea|Whole Fat Milk|Total Energy|Total Carbohydrates|Total Protein|Saturated Fat|Monounsaturated Fat|Total Omega-6 Fatty Acids|Dietary Cholesterol|Dietary Fiber|Added Sugars|Calcium|Dietary Sodium|Iodine|Iron|Magnesium|Potassium|Selenium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin D|Vitamin E|Zinc,,No,,222,1
Tehran Lipid and Glucose Study,,IRN,2009,FFQ,Local,7214,,,,,,No,,220,2
Tehran Lipid and Glucose Study,,IRN,2005,FFQ,Local,3425,,,,,,No,,220,1
Golestan Cohort Study,Available for Download,IRN,2004,FFQ,Subnational,,,,,,,No,,237,1
Yazd Healthy Heart Project,,IRN,2001,FFQ,Local,,,,,,,No,,160,1
Comprehensive Study on Household Food Consumption Patterns and Nutritional Status of I.R. Iran,Private,IRN,2001,Multiple Recall,National,,,,,,,No,,187,1
,Private,IRN,,Multiple Recall,National,,,,,,,No,,66,
,Private,IRN,,,Local,,,,,,,No,,267,
Iraq Household Socio-Economic Survey,Publicly Available,IRQ,2012,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/2334,5875,1
Iraq Household Socio-Economic Survey,Publicly Available,IRQ,2006,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/69,5874,1
"The Diet of Icelanders, Dietary Survey of The Icelandic Nutrition Council 2002",Private,ISL,2002,Single Recall|FFQ,National,1000,16,64,,,,No,,100088,100118
Mabat National Health and Nutrition Survey of the Elderly ( Zahav),Private,ISR,2005,Single Recall,National,1000,65,100,,,,No,,100106,100029
Mabat National Health and Nutrition Youth Survey- Israel,Private,ISR,2003,FFQ,National,1958,13,18,,,,No,,100105,100027
Mabat  First Israeli National Health and Nutrition Survey,Private,ISR,1999,Single Recall,National,1000,25,64,,,,No,,100104,100028
,Private,ISR,,FFQ,National,,,,,,,No,,43,
MGSD Gestational Diabetes in the Mediterranean Region,Available for Download,ITA,2010,FFQ,Local,,,,,,,No,,46,3
INN-CA 1994-96,Private,ITA,1994,Multiple Recall,National,1000,16,64,,,,No,,100110,100125
,Private,ITA,,FFQ,Local,,,,,,,No,,99,1
Validation of a FFQ,Private,JOR,2012,Multiple Recall,Local,,,,,,,No,,218,1
,Private,JOR,,FFQ,Local,,,,,,,No,,153,
National Health and Nutrition Survey,Private,JPN,2014,Single Recall,National,,,,,,,No,,312,1
Kimira et al.,Publicly Available,JPN,1997,Biomarker,Local,219,27,84,,,,No,,101270,101270
,Private,JPN,,Single Recall,National,,,,,,,No,,83,
Living Standards Measurement Survey,Publicly Available,KAZ,1996,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/2292,5876,1
DHS VII MIS,Publicly Available,KEN,2015,DHS Questionnaire,National,,,,,,,No,https://dhsprogram.com/what-we-do/survey/survey-display-493.cfm,6043,1
,Available for Download,KEN,2011,,National,826,0.5,49,Male|Female,Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Calcium|Iron|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Zinc,Harmonized,No,,8094,1
"Nutrition status and associated factors among children in public primary schools in Dagoretti, Nairobi, Kenya",Private,KEN,2009,Single Recall,Local,416,,,,,,No,,259,1
,Private,KEN,,FFQ,Local,,,,,,,No,,81,
Living Standards Survey (Kyrgyz Republic Multipurpose Poverty Survey),Publicly Available,KGZ,1998,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/283,5880,1
Living Standards Survey (Kyrgyz Republic Multipurpose Poverty Survey),Publicly Available,KGZ,1997,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/282,5879,1
Living Standards Survey (Kyrgyz Republic Multipurpose Poverty Survey),Publicly Available,KGZ,1996,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/281,5878,1
Living Standards Survey (Kyrgyz Republic Multipurpose Poverty Survey),Publicly Available,KGZ,1993,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/280,5877,1
Demographic and Health Survey Cambodia 1998,Publicly Available,KHM,1998,DHS Questionnaire,National,,,,,,,No,https://dhsprogram.com/what-we-do/survey/survey-display-139.cfm,5914,1
Global Student Based Student Health Survey 2011,Publicly Available,KNA,2011,FFQ,National,1717,11,16,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,No,https://www.cdc.gov/gshs/countries/americas/stkitts_nevis.htm,5573,1
Saint Kitts Chronic Disease Risk Factor Survey 2008,Private,KNA,2007,FFQ,Subnational,1000,25,64,,,,No,,100197,100283
,Available for Download,KOR,2017,Single Recall,National,7167,0.60000002,80,Male|Female,Total Energy|Total Carbohydrates|Total Protein|Saturated Fat|Monounsaturated Fat|Total Omega-6 Fatty Acids|Seafood Omega-3 Fat|Plant Omega-3 Fat|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium|Iron|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin C,Harmonized,No,,8045,1
Korea National Health and Nutrition Examination Survey (KNHANES) III,Private,KOR,2005,Single Recall,National,1000,1,100,,,,No,,100121,100009
Case-Control study of type 1 diabetes in Kuwait,Private,KWT,2001,FFQ,National,,,,,,,No,,253,1
,Available for Download,LAO,2016,Single Recall,National,2045,0.25,89,Male|Female,Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Calcium|Iron|Magnesium|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin C,Harmonized,No,,8095,1
MGSD Gestational Diabetes in the Mediterranean Region,Available for Download,LBN,2010,FFQ,Local,,,,,,,No,,46,4
"National survey:  Behavioral risk factor survey, Lebanon: Comparison estimates based on cell phone interviews with face-to face interviews. Nutrition Component: Socioeconomic and dietary determinants of obesity in Lebanon",Private,LBN,2008,FFQ,National,1000,20,100,,,,No,,100130,100034
,Private,LBN,,FFQ,Local,,,,,,,No,,175,
,Private,LKA,,FFQ,Subnational,,,,,,,No,,230,
Nutrition and Lifestyle in the Baltic Republics,Private,LVA,1997,Single Recall,National,1000,19,64,,,,No,,100126,100127
Health Behavior in School-Aged Children 1990,Publicly Available,LVA,1989,FFQ,National,,,,,,,No,,5382,1
MGSD Gestational Diabetes in the Mediterranean Region,Available for Download,MAR,2010,FFQ,Local,,,,,,,No,,46,6
Assessment of human milk intake and other liquids of newborn babies during Six Months after Birth Using Stable Isotopic Dilution Technique,Available for Download,MAR,2008,Other,Local,,,,,,,No,,127,1
"Inadequacy of vitamins and minerals among high-school pupils in Ouarzazate, Morocco",Available for Download,MAR,2007,Multiple Recall,Local,,,,,,,No,,157,1
The effect of socio-economic status and area of residence on household food variety in Morocco,Available for Download,MAR,2005,FFQ,Local,,,,,,,No,,156,1
,Private,MAR,,FFQ,Local,,,,,,,No,,149,
,Private,MAR,,FFQ,Local,,,,,,,No,,150,
,Private,MAR,,FFQ,Subnational,,,,,,,No,,151,
Demographic and Health Survey Moldova 2005,Publicly Available,MDA,2005,DHS Questionnaire,National,,,,,,,No,https://dhsprogram.com/what-we-do/survey/survey-display-258.cfm,5944,1
,Private,MDG,,Single Recall,Local,,,,,,,No,,25,
ENSANUT,Publicly Available,MEX,2012,FFQ,National,,,,,,Harmonized,No,https://ensanut.insp.mx/basesdoctos.php,5967,1
Encuesta Nacional de Ingresos y Gastos de los Hogares,Publicly Available,MEX,2008,,National,,,,,,,No,http://www.beta.inegi.org.mx/programas/enigh/tradicional/2008/default.html,5884,1
Encuesta Nacional de Ingresos y Gastos de los Hogares,Publicly Available,MEX,2006,,National,,,,,,,No,http://www.beta.inegi.org.mx/programas/enigh/tradicional/2006/,5883,1
Encuesta Nacional de Ingresos y Gastos de los Hogares,Publicly Available,MEX,2004,,National,,,,,,,No,http://www.beta.inegi.org.mx/programas/enigh/tradicional/2004/default.html,5882,1
SABE,Publicly Available,MEX,1999,FFQ,Local,,,,,,,No,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/3546/datadocumentation,6054,1
,Private,MEX,,Multiple Recall,National,,,,,,,No,,31,
Demographic and Health Survey Mali 2015,Publicly Available,MLI,2015,DHS Questionnaire,National,,,,,,,No,https://dhsprogram.com/what-we-do/survey/survey-display-487.cfm,5840,1
Africa RISING Baseline,Publicly Available,MLI,2012,,9 MISSING,,,,,,,No,https://www.ifpri.org/country/mali,6010,1
"World Health Survey, Mali-2003",Private,MLI,2007,FFQ,Subnational,1000,15,64,,,,No,,100138,100272
Lacustre Survey,Publicly Available,MLI,1997,,Subnational,,,,,,,No,https://old.datahub.io/dataset/mali-zone-lacustre-household-dataset-1997-1998,6019,1
Health Behavior in School-Aged Children 2010,Publicly Available,MLT,2010,FFQ,National,,,,,,,No,,5437,1
USAID Feed the Future,Publicly Available,MOZ,2013,Other,National,,,,,,,No,https://www.usaid.gov/data/dataset/75b19d18-202c-45b9-9f49-200a52c785ea,6025,1
REU Endline Survey,Publicly Available,MOZ,2006,,9 MISSING,,,,,,,No,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RN40SP,6009,1
Mozambique STEPS survey,Private,MOZ,2005,FFQ,National,1000,25,64,,,,No,,100152,100278
WHO GSHS,Publicly Available,MSR,2008,FFQ,National,,,,,,,No,https://www.cdc.gov/gshs/countries/americas/montserrat.htm,5975,1
Dietary Habits and energy Intake- Mauritius population,Available for Download,MUS,2014,FFQ,Subnational,,,,,,,No,,75,2
WHO GSHS,Publicly Available,MUS,2007,FFQ,National,,,,,,,No,https://www.who.int/ncds/surveillance/gshs/mauritiusdataset/en/,5974,1
Third Integrated Household Survey,Publicly Available,MWI,2013,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/2939,6000,1
Africa RISING Baseline,Publicly Available,MWI,2012,,9 MISSING,,,,,,,No,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/28557,6001,1
Third Integrated Household Survey,Publicly Available,MWI,2010,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/1003,5968,1
"World Health Survey, Malawi-2003",Private,MWI,2009,FFQ,National,1000,25,64,,,,No,,100136,100271
Second Integrated Household Survey,Publicly Available,MWI,2004,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/2307,5881,1
Complementary Panel Survey,Publicly Available,MWI,2000,,9 MISSING,,,,,,,No,https://old.datahub.io/dataset/malawi-complementary-panel-survey-cps-2000-2002,6020,1
National Health and Morbidity Survey 2014: Malaysian Adult Nutrition Survey,,MYS,2014,Single Recall,National,,,,,,,No,,227,1
Seremban Cohort Study (SeCoSt),Private,MYS,2012,FFQ,Local,294,,,,,,No,,155,1
Food and Nutreint Intake among households in Peninsular Malaysia,Private,MYS,2011,FFQ|Multiple Recall,Subnational,302,18,81,Male|Female,Refined Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Sugar-Sweetened Beverages|Coffee|Tea|Whole Fat Milk|Total Energy|Total Carbohydrates|Total Protein|Saturated Fat|Monounsaturated Fat|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium|Iron|Selenium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B9|Vitamin C|Vitamin D|Vitamin E|Zinc|Refined Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Sugar-Sweetened Beverages|Coffee|Tea|Whole Fat Milk|Total Energy|Total Carbohydrates|Total Protein|Saturated Fat|Monounsaturated Fat|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium|Iron|Selenium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B9|Vitamin C|Vitamin D|Vitamin E|Zinc,,No,,270,1
SEANUTS: South East Asian Nutrition Surveys,,MYS,2010,FFQ,National,,,,,,,No,,115,2
The Universiti Sains Malaysia Pregnancy Cohort Study,Available for Download,MYS,2010,FFQ,Local,,,,,,,No,,188,1
The Food Frequency Questionnaire - Genistein intake,Available for Download,MYS,2008,FFQ,Local,,,,,,,No,,279,1
,Private,MYS,,,Subnational,,,,,,,No,,111,
,Private,MYS,,FFQ,Local,,,,,,,No,,117,
,Private,MYS,,,Local,,,,,,,No,,309,
STEP Namimbia,Private,NAM,2005,FFQ,National,1000,25,64,,,,No,,100153,100279
WHO GSHS,Publicly Available,NAM,2004,FFQ,National,,,,,,,No,https://www.cdc.gov/gshs/countries/africa/namibia.htm,5976,1
EnquÃªte National sur les Conditions de Vie des MÃ©n...,Publicly Available,NER,2011,,National,,,,,,,No,https://www.ilo.org/surveydata/index.php/catalog/536,5888,1
GHS Panel Survey,Publicly Available,NGA,2012,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/1952/study-description,5998,1
Demographic and Health Survey Malaria Indicator Survey 2010,Publicly Available,NGA,2010,Biomarker,National,,,,,,,No,https://dhsprogram.com/what-we-do/survey/survey-display-392.cfm,5041,1
GHS Panel Survey,Publicly Available,NGA,2010,,National,,,,,,,No,http://surveys.worldbank.org/lsms/programs/integrated-surveys-agriculture-ISA/nigeria#bootstrap-panel--4,5992,1
,Private,NGA,,FFQ,National,,,,,,,No,,79,
,Private,NGA,,Single Recall,Local,,,,,,,No,,89,
,Private,NGA,,,Local,,,,,,,No,,304,
Bosawas,Available for Download,NIC,2013,Multiple Recall,Local,,,,,,,No,,131,1
Encuesta Nacional de Hogares sobre MediciÃ³n de Niv...,Publicly Available,NIC,2001,,National,,,,,,,No,https://datacatalog.worldbank.org/dataset/nicaragua-encuesta-nacional-de-hogares-sobre-medici%C3%B3n-de-niveles-de-vida-2001,5887,1
Encuesta Nacional de Hogares sobre MediciÃ³n de Niv...,Publicly Available,NIC,1998,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/587,5885,1
Encuesta Nacional de Hogares sobre MediciÃ³n de Niv...,Publicly Available,NIC,1993,,National,,,,,,,No,https://datacatalog.worldbank.org/dataset/nicaragua-encuesta-nacional-de-hogares-sobre-medici%C3%B3n-de-niveles-de-vida-1993,5886,1
Global Student Based Student Health Survey 2010,Publicly Available,NIU,2010,FFQ,National,141,11,16,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,No,https://www.cdc.gov/gshs/countries/westpacific/niue.htm,5480,1
Taylor et al. (1 of 3),Publicly Available,NIU,1980,Biomarker,National,19,20,79,,Dietary Sodium|Dietary Sodium,,No,https://www.ncbi.nlm.nih.gov/pubmed/3990616,101282,101282
Alpha Omega Trail,Private,NLD,2002,FFQ,Local,,,,,,,No,,15,1
Dutch National Food Consumption Survey,Private,NLD,1997,Multiple Recall,National,1000,16,64,,,,No,,100157,100129
,Private,NLD,,Multiple Recall,National,,,,,,,No,,7,
,Private,NLD,,Multiple Recall,National,,,,,,,No,,8,
,Private,NLD,,Multiple Recall,National,,,,,,,No,,9,
,Private,NLD,,FFQ,Local,,,,,,,No,,274,
Norwegian national dietary survey 1997 (Norkost 1997),Private,NOR,1997,FFQ,National,1000,16,64,,,,No,,100165,100132
Norwegian national dietary survey 1997 (Norkost 1997),Private,NOR,1997,FFQ,National,1000,19,100,,,,No,,100165,100135
Health Behavior in School-Aged Children 1986,Publicly Available,NOR,1985,FFQ,National,,,,,,,No,,5483,1
,Private,NOR,,Multiple Recall,National,,,,,,,No,,84,
,Private,NOR,,FFQ,Local,,,,,,,No,,99,6
,Private,NOR,,,National,,,,,,,No,,306,
"Diet Among people in the Terai Region of Nepal, an area of micronutrient deficiency",Available for Download,NPL,2006,Single Recall,Local,,,,,,,No,,102,1
Global Student Based Student Health Survey 2011,Publicly Available,NRU,2011,FFQ,National,532,11,16,Male|Female,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,No,https://www.cdc.gov/gshs/countries/westpacific/nauru.htm,5463,1
Nauru NCD risk factors STEPS report,Private,NRU,2004,FFQ,National,1000,15,64,,,,No,,100154,100280
,Available for Download,PAK,2014,,Local,270,16,35,Female,Total Energy|Total Carbohydrates|Total Protein|Saturated Fat|Monounsaturated Fat|Dietary Fiber|Calcium|Iron|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Zinc,Harmonized,No,,8117,1
Rural Household Panel Survey 2013,Publicly Available,PAK,2013,,Subnational,,,,,,,No,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LT631P,6006,1
Integrated Household Survey,Publicly Available,PAK,1991,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/543,5889,1
Pakistan Panel Survey,Publicly Available,PAK,1986,,9 MISSING,,,,,,,No,http://ebrary.ifpri.org/cdm/ref/collection/p15738coll3/id/13,6014,1
,Private,PAK,,FFQ,Local,,,,,,,No,,249,
Encuesta de Niveles de Vida,Publicly Available,PAN,2008,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/70,5892,1
Encuesta de Niveles de Vida,Publicly Available,PAN,2008,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/70,6038,1
Encuesta de Niveles de Vida,Publicly Available,PAN,2003,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/2346,5891,1
Encuesta de Niveles de Vida,Publicly Available,PAN,1997,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/598,5890,1
Encuesta Nacional de Hogares sobre MediciÃ³n de Niv...,Publicly Available,PER,1994,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/617,5897,1
Encuesta Nacional de Hogares sobre MediciÃ³n de Niv...,Publicly Available,PER,1991,,National,,,,,,,No,https://datacatalog.worldbank.org/dataset/peru-encuesta-nacional-de-hogares-sobre-medici%C3%B3n-de-niveles-de-vida-1991,5896,1
Encuesta de Hogares sobre MediciÃ³n de Niveles de V...,Publicly Available,PER,1990,,Subnational,,,,,,,No,https://datacatalog.worldbank.org/dataset/peru-encuesta-nacional-de-hogares-sobre-medici%C3%B3n-de-niveles-de-vida-1990,5895,1
Encuesta Nacional de Hogares sobre MediciÃ³n de Niv...,Publicly Available,PER,1985,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/597/data_dictionary,5894,1
,Available for Download,PHL,2005,,Subnational,3930,20,69,Male|Female,,Harmonized,No,,8142,1
Philippines Bukidnon Survey,Publicly Available,PHL,2003,,Subnational,,,,,,,No,https://dataverse.harvard.edu/dataset.xhtml?persistentId=hdl:1902.1/17606,6021,1
,Available for Download,PHL,2002,,Subnational,4153,17,66,Male|Female,,Harmonized,No,,8143,1
CLHNS-Longitudinal,Publicly Available,PHL,1991,FFQ,Subnational,,,,,,,No,https://dataverse.unc.edu/dataverse/cebu,6040,1
Cash-cropping Project Bukidnon,Publicly Available,PHL,1984,,Subnational,,,,,,,No,https://dataverse.harvard.edu/dataset.xhtml?persistentId=hdl:1902.1/11192,6015,1
CLHNS-Longitudinal,Publicly Available,PHL,1983,FFQ,Subnational,,,,,,,No,https://dataverse.unc.edu/dataverse/cebu,6039,1
Household Survey,Publicly Available,PNG,1996,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/71,5893,1
Household Food Consumption and Anthropometric Survey,Private,POL,2000,Single Recall,National,1000,16,64,,,,No,,100173,100136
,Private,POL,,Single Recall,National,,,,,,,No,,74,
Oral Health Status of 12-year olds residing in PR,Available for Download,PRI,2010,Single Recall,National,785,11,13,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Sugar-Sweetened Beverages|Fruit Juice|Coffee|Reduced Fat Milk|Whole Fat Milk|Total Energy|Total Carbohydrates|Total Protein|Animal Protein|Saturated Fat|Monounsaturated Fat|Total Omega-6 Fatty Acids|Seafood Omega-3 Fat|Trans Fatty Acid|Dietary Cholesterol|Dietary Fiber|Added Sugars|Calcium|Dietary Sodium|Iron|Magnesium|Potassium|Selenium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin D|Vitamin E|Zinc|Glycemic Index|Glycemic Load|Total Animal Protein|Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Sugar-Sweetened Beverages|Fruit Juice|Coffee|Reduced Fat Milk|Whole Fat Milk|Total Energy|Total Carbohydrates|Total Protein|Animal Protein|Saturated Fat|Monounsaturated Fat|Total Omega-6 Fatty Acids|Seafood Omega-3 Fat|Trans Fatty Acid|Dietary Cholesterol|Dietary Fiber|Added Sugars|Calcium|Dietary Sodium|Iron|Magnesium|Potassium|Selenium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin D|Vitamin E|Zinc|Glycemic Index|Glycemic Load|Total Animal Protein,,No,,133,1
